Calendar Year,Managment Unit (FRAM),SubPopulation,SaSI Population,Smolt Abundance Population,Smolt Abundance,Smolt_Abundance_Matches_FRAM,Smolt_Abunce_Matches_SASI_but_not_FRAM,Age 3 Escapement (FRAM),January Age 3 Abundance pre-natural mortality and pre-harvest,Age 3 Abundance post-natural mortality-pre harvest,Harvest # FRAM,Harvest (% FRAM),Latitude,Longitude,SASI Natural Origin Abundance,SASI Hatchery Origin Abundance,SASI CompositeOrigin Abundance,SASI unknown Origin Abundance,Sub Pop Natural Orign Abundance (Age 3 Escapment),SupPopulation Escapement
1986,Area 10 Miscellaneous Wild,,,,,0,0,799.788792,3090,2509.135201,1709.346409,0.681249224,47.668699,-122.465661,,,,,,
1987,Area 10 Miscellaneous Wild,,,,,0,0,599.850242,1566,1271.619976,671.7697336,0.528278689,47.668699,-122.465661,,,,,,
1988,Area 10 Miscellaneous Wild,,,,,0,0,299.661352,1156,938.6926512,639.0312992,0.68076734,47.668699,-122.465661,,,,,,
1989,Area 10 Miscellaneous Wild,,,,,0,0,299.769834,1162,943.5647584,643.7949244,0.682300731,47.668699,-122.465661,,,,,,
1990,Area 10 Miscellaneous Wild,,,,,0,0,799.66774,2654,2155.095412,1355.427672,0.628940911,47.668699,-122.465661,,,,,,
1991,Area 10 Miscellaneous Wild,,,,,0,0,199.772012,890,722.6958993,522.9238873,0.723573896,47.668699,-122.465661,,,,,,
1992,Area 10 Miscellaneous Wild,,,,,0,0,199.74209,646,524.5635404,324.8214504,0.619222316,47.668699,-122.465661,,,,,,
1993,Area 10 Miscellaneous Wild,,,,,0,0,299.56347,808,656.1104344,356.5469644,0.543425231,47.668699,-122.465661,,,,,,
1994,Area 10 Miscellaneous Wild,,,,,0,0,1599.940982,3082,2502.639058,902.6980761,0.360698469,47.668699,-122.465661,,,,,,
1995,Area 10 Miscellaneous Wild,,,,,0,0,1199.71471,2164,1757.206659,557.4919485,0.317260321,47.668699,-122.465661,,,,,,
1996,Area 10 Miscellaneous Wild,,,,,0,0,999.632552,1908,1549.330085,549.6975333,0.354796914,47.668699,-122.465661,,,,,,
1997,Area 10 Miscellaneous Wild,,,,,0,0,2300.121368,3606,2928.136419,628.015051,0.214476022,47.668699,-122.465661,,,,,,
1998,Area 10 Miscellaneous Wild,,,,,0,0,799.97844,1152.7908,936.0867235,136.1082835,0.145401361,47.668699,-122.465661,,,,,,
1999,Area 10 Miscellaneous Wild,,,,,0,0,260.005133,346.787529,281.5976687,21.5925357,7.67E-02,47.668699,-122.465661,,,,,,
2000,Area 10 Miscellaneous Wild,,,,,0,0,3207.034692,4394.472467,3568.390148,361.3554558,0.10126568,47.668699,-122.465661,,,,,,
2001,Area 10 Miscellaneous Wild,,,,,0,0,951.999996,1438.746278,1168.28768,216.2876841,0.185132213,47.668699,-122.465661,,,,,,
2002,Area 10 Miscellaneous Wild,,,,,0,0,573.999998,778.683091,632.3045806,58.30458259,9.22E-02,47.668699,-122.465661,,,,,,
2003,Area 10 Miscellaneous Wild,,,,,0,0,2260.99996,3123.130735,2536.03795,275.0379897,0.108451843,47.668699,-122.465661,,,,,,
2004,Area 10 Miscellaneous Wild,,,,,0,0,1995.174247,2828.4312,2296.736663,301.5624156,0.131300388,47.668699,-122.465661,,,,,,
2005,Area 10 Miscellaneous Wild,,,,,0,0,713.142829,985.131,799.9439708,86.80114177,0.108509027,47.668699,-122.465661,,,,,,
2006,Area 10 Miscellaneous Wild,,,,,0,0,918.988073,1307.7624,1061.926431,142.9383582,0.134602882,47.668699,-122.465661,,,,,,
2007,Area 10 Miscellaneous Wild,,,,,0,0,480.006867,706.5492,573.7305725,93.72370547,0.163358395,47.668699,-122.465661,,,,,,
2008,Area 10 Miscellaneous Wild,,,,,0,0,824.02902,1123.8234,912.5646772,88.53565722,9.70E-02,47.668699,-122.465661,,,,,,
2009,Area 10 Miscellaneous Wild,,,,,0,0,667.916283,993.1908,806.4886724,138.5723894,0.171821867,47.668699,-122.465661,,,,,,
2010,Area 10 Miscellaneous Wild,,,,,0,0,97.014597,131.8296,107.0479903,10.03339326,9.37E-02,47.668699,-122.465661,,,,,,
2011,Area 10 Miscellaneous Wild,,,,,0,0,570.989731,810.768,658.3580999,87.36836888,0.132706454,47.668699,-122.465661,,,,,,
2012,Area 10 Miscellaneous Wild,,,,,0,0,951.9808,1443.3426,1172.019976,220.0391756,0.187743537,47.668699,-122.465661,,,,,,
2013,Area 10 Miscellaneous Wild,,,,,0,0,474.002549,736.953,598.4190012,124.4164522,0.207908592,47.668699,-122.465661,,,,,,
2014,Area 10 Miscellaneous Wild,,,,,0,0,628.965941,1015.2156,824.3732034,195.4072624,0.237037378,47.668699,-122.465661,,,,,,
2015,Area 10 Miscellaneous Wild,,,,,0,0,123.015735,244.1082,198.2202192,75.20448424,0.379398653,47.668699,-122.465661,,,,,,
2016,Area 10 Miscellaneous Wild,,,,,0,0,514.000001,651.734716,529.2202322,15.22023124,0.02875973,47.668699,-122.465661,,,,,,
2017,Area 10 Miscellaneous Wild,,,,,0,0,229.01228,309.4644,251.2906212,22.27834119,8.87E-02,47.668699,-122.465661,,,,,,
1986,Area 10E Miscellaneous Wild,,,,,0,0,3499.961418,22300,18107.99838,14608.03696,0.806717377,47.95264273,-124.2464489,,,,,,
1987,Area 10E Miscellaneous Wild,,,,,0,0,2600.044718,24130,19593.99107,16993.94635,0.867303976,47.95264273,-124.2464489,,,,,,
1988,Area 10E Miscellaneous Wild,,,,,0,0,1399.953932,22178,18008.9322,16608.97826,0.922263357,47.95264273,-124.2464489,,,,,,
1989,Area 10E Miscellaneous Wild,,,,,0,0,1499.958536,17632,14317.49898,12817.54045,0.895235995,47.95264273,-124.2464489,,,,,,
1990,Area 10E Miscellaneous Wild,,,,,0,0,2499.691048,12036,9773.447016,7273.755968,0.744236497,47.95264273,-124.2464489,,,,,,
1991,Area 10E Miscellaneous Wild,,,,,0,0,1099.890982,9982,8105.562322,7005.67134,0.864304173,47.95264273,-124.2464489,,,,,,
1992,Area 10E Miscellaneous Wild,,,,,0,0,799.753352,4484,3641.088104,2841.334752,0.7803532,47.95264273,-124.2464489,,,,,,
1993,Area 10E Miscellaneous Wild,,,,,0,0,1099.856512,6208,5041.006902,3941.15039,0.78181809,47.95264273,-124.2464489,,,,,,
1994,Area 10E Miscellaneous Wild,,,,,0,0,6999.936802,26216,21287.86033,14287.92353,0.671177061,47.95264273,-124.2464489,,,,,,
1995,Area 10E Miscellaneous Wild,,,,,0,0,5599.452578,14460,11741.77832,6142.325741,0.523117161,47.95264273,-124.2464489,,,,,,
1996,Area 10E Miscellaneous Wild,,,,,0,0,4599.763216,9674,7855.46082,3255.697604,0.414450238,47.95264273,-124.2464489,,,,,,
1997,Area 10E Miscellaneous Wild,,,,,0,0,6299.260166,10486,8514.819326,2215.55916,0.260200372,47.95264273,-124.2464489,,,,,,
1998,Area 10E Miscellaneous Wild,,,,,0,0,2099.854,3359.7116,2728.145838,628.2918384,0.230299946,47.95264273,-124.2464489,,,,,,
1999,Area 10E Miscellaneous Wild,,,,,0,0,1860.015742,2793.099913,2268.047026,408.0312844,0.179904243,47.95264273,-124.2464489,,,,,,
2000,Area 10E Miscellaneous Wild,,,,,0,0,11407.08693,18137.51583,14727.98687,3320.899941,0.225482272,47.95264273,-124.2464489,,,,,,
2001,Area 10E Miscellaneous Wild,,,,,0,0,11266.99996,19017.77356,15442.77187,4175.771909,0.270403004,47.95264273,-124.2464489,,,,,,
2002,Area 10E Miscellaneous Wild,,,,,0,0,1531.999997,2258.604115,1834.02689,302.026893,0.164679643,47.95264273,-124.2464489,,,,,,
2003,Area 10E Miscellaneous Wild,,,,,0,0,12473.9998,17481.14285,14195.00029,1721.000491,0.121239905,47.95264273,-124.2464489,,,,,,
2004,Area 10E Miscellaneous Wild,,,,,0,0,5182.331841,7672.8984,6230.530572,1048.198731,0.16823587,47.95264273,-124.2464489,,,,,,
2005,Area 10E Miscellaneous Wild,,,,,0,0,1856.532801,2642.1893,2145.504913,288.9721117,0.134687229,47.95264273,-124.2464489,,,,,,
2006,Area 10E Miscellaneous Wild,,,,,0,0,85.975441,122.4056,99.3955339,13.4200929,0.135017061,47.95264273,-124.2464489,,,,,,
2007,Area 10E Miscellaneous Wild,,,,,0,0,1239.199062,3133.4223,2544.394884,1305.195822,0.512969048,47.95264273,-124.2464489,,,,,,
2008,Area 10E Miscellaneous Wild,,,,,0,0,1827.212593,2555.2169,2074.88177,247.6691772,0.119365441,47.95264273,-124.2464489,,,,,,
2009,Area 10E Miscellaneous Wild,,,,,0,0,1715.570826,2554.4116,2074.227852,358.6570262,0.172911103,47.95264273,-124.2464489,,,,,,
2010,Area 10E Miscellaneous Wild,,,,,0,0,259.968551,365.6062,296.8787657,36.91021473,0.124327567,47.95264273,-124.2464489,,,,,,
2011,Area 10E Miscellaneous Wild,,,,,0,0,1522.970814,2811.3023,2282.82769,759.8568758,0.332857744,47.95264273,-124.2464489,,,,,,
2012,Area 10E Miscellaneous Wild,,,,,0,0,2535.864844,4488.7422,3644.938855,1109.074011,0.30427781,47.95264273,-124.2464489,,,,,,
2013,Area 10E Miscellaneous Wild,,,,,0,0,1262.788562,2903.9118,2358.028258,1095.239696,0.464472676,47.95264273,-124.2464489,,,,,,
2014,Area 10E Miscellaneous Wild,,,,,0,0,1675.644659,3065.7771,2489.465773,813.8211144,0.326905926,47.95264273,-124.2464489,,,,,,
2015,Area 10E Miscellaneous Wild,,,,,0,0,328.046891,659.5407,535.5588307,207.5119397,0.387468057,47.95264273,-124.2464489,,,,,,
2016,Area 10E Miscellaneous Wild,,,,,0,0,1665.000003,3350.83309,2720.93633,1055.936327,0.388078293,47.95264273,-124.2464489,,,,,,
2017,Area 10E Miscellaneous Wild,,,,,0,0,742.125903,1193.4546,969.1064555,226.9805525,0.234216325,47.95264273,-124.2464489,,,,,,
1986,Area 11 Miscellaneous Wild,,,,,0,0,699.848768,4040,3280.552172,2580.703404,0.786667387,47.388661,-122.452492,,,,,,
1987,Area 11 Miscellaneous Wild,,,,,0,0,500.090476,1790,1453.511977,953.4215013,0.65594334,47.388661,-122.452492,,,,,,
1988,Area 11 Miscellaneous Wild,,,,,0,0,299.843972,1182,959.8051157,659.9611437,0.68759911,47.388661,-122.452492,,,,,,
1989,Area 11 Miscellaneous Wild,,,,,0,0,299.768982,1816,1474.624442,1174.85546,0.796715032,47.388661,-122.452492,,,,,,
1990,Area 11 Miscellaneous Wild,,,,,0,0,649.955248,2674,2171.335769,1521.380521,0.700665711,47.388661,-122.452492,,,,,,
1991,Area 11 Miscellaneous Wild,,,,,0,0,199.809664,1064,863.9870077,664.1773437,0.768735337,47.388661,-122.452492,,,,,,
1992,Area 11 Miscellaneous Wild,,,,,0,0,99.723862,404,328.0552172,228.3313552,0.69601501,47.388661,-122.452492,,,,,,
1993,Area 11 Miscellaneous Wild,,,,,0,0,100.023268,288,233.8611449,133.8378769,0.572296338,47.388661,-122.452492,,,,,,
1994,Area 11 Miscellaneous Wild,,,,,0,0,1299.971776,2588,2101.502233,801.530457,0.38140833,47.388661,-122.452492,,,,,,
1995,Area 11 Miscellaneous Wild,,,,,0,0,1099.883058,2070,1680.876979,580.9939213,0.345649282,47.388661,-122.452492,,,,,,
1996,Area 11 Miscellaneous Wild,,,,,0,0,899.465252,1726,1401.542834,502.0775819,0.358232064,47.388661,-122.452492,,,,,,
1997,Area 11 Miscellaneous Wild,,,,,0,0,1999.48431,3366,2733.252132,733.7678215,0.268459617,47.388661,-122.452492,,,,,,
1998,Area 11 Miscellaneous Wild,,,,,0,0,1999.957405,3062.9934,2487.205359,487.2479543,0.195901779,47.388661,-122.452492,,,,,,
1999,Area 11 Miscellaneous Wild,,,,,0,0,150.001526,207.400557,168.4129574,18.41143137,0.109323128,47.388661,-122.452492,,,,,,
2000,Area 11 Miscellaneous Wild,,,,,0,0,1147.009612,1644.197919,1335.118083,188.1084708,0.140892759,47.388661,-122.452492,,,,,,
2001,Area 11 Miscellaneous Wild,,,,,0,0,1162.999996,1848.873905,1501.31864,338.3186439,0.225347661,47.388661,-122.452492,,,,,,
2002,Area 11 Miscellaneous Wild,,,,,0,0,493.999999,679.557268,551.8126415,57.81264249,0.104768608,47.388661,-122.452492,,,,,,
2003,Area 11 Miscellaneous Wild,,,,,0,0,1604.999977,2277.741921,1849.56713,244.5671533,0.132229401,47.388661,-122.452492,,,,,,
2004,Area 11 Miscellaneous Wild,,,,,0,0,1475.151413,2132.6562,1731.754933,256.60352,0.148175423,47.388661,-122.452492,,,,,,
2005,Area 11 Miscellaneous Wild,,,,,0,0,513.638989,722.8746,586.9870889,73.34809992,0.124956922,47.388661,-122.452492,,,,,,
2006,Area 11 Miscellaneous Wild,,,,,0,0,224.00862,323.0595,262.3300853,38.32146526,0.146081092,47.388661,-122.452492,,,,,,
2007,Area 11 Miscellaneous Wild,,,,,0,0,367.027597,555.0876,450.7410475,83.7134505,0.185724045,47.388661,-122.452492,,,,,,
2008,Area 11 Miscellaneous Wild,,,,,0,0,587.032501,808.2513,656.3144945,69.28199352,0.105562187,47.388661,-122.452492,,,,,,
2009,Area 11 Miscellaneous Wild,,,,,0,0,578.911054,893.7207,725.7171742,146.8061202,0.202291093,47.388661,-122.452492,,,,,,
2010,Area 11 Miscellaneous Wild,,,,,0,0,84.02528,115.1334,93.49037759,9.465097588,0.101241409,47.388661,-122.452492,,,,,,
2011,Area 11 Miscellaneous Wild,,,,,0,0,490.97803,707.4864,574.4915956,83.51356562,0.145369517,47.388661,-122.452492,,,,,,
2012,Area 11 Miscellaneous Wild,,,,,0,0,818.006528,1302.2496,1057.449939,239.4434111,0.226434749,47.388661,-122.452492,,,,,,
2013,Area 11 Miscellaneous Wild,,,,,0,0,407.010511,640.0935,519.7673569,112.7568459,0.216937144,47.388661,-122.452492,,,,,,
2014,Area 11 Miscellaneous Wild,,,,,0,0,540.978445,898.4484,729.556151,188.577706,0.258482785,47.388661,-122.452492,,,,,,
2015,Area 11 Miscellaneous Wild,,,,,0,0,106.039607,218.2158,177.1951279,71.15552089,0.401565899,47.388661,-122.452492,,,,,,
2016,Area 11 Miscellaneous Wild,,,,,0,0,253,321.178028,260.8022964,7.802296387,2.99E-02,47.388661,-122.452492,,,,,,
2017,Area 11 Miscellaneous Wild,,,,,0,0,112.994499,155.8287,126.5356882,13.54118919,0.107014783,47.388661,-122.452492,,,,,,
1978,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,17619,0,-1,,,,,,,,675,,,,,675
1979,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,45634,0,-1,,,,,,,,2249,,,,,2249
1980,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,20493,0,-1,,,,,,,,1308,,,,,1308
1981,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,41055,0,-1,,,,,,,,966,,,,,966
1982,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,25216,0,-1,,,,,,,,1213,,,,,1213
1983,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,23620,0,-1,,,,,,,,820,,,,,820
1984,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,36564,0,-1,,,,,,,,2019,,,,,2019
1985,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,26062,0,-1,,,,,,,,594,,,,,594
1986,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,23994,0,-1,,,,,0.76600503,47.65191593,-122.7836076,2118,,,,,2118
1987,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,11510,0,-1,,,,,0.856316895,47.65191593,-122.7836076,1067,,,,,1067
1988,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,26534,0,-1,,,,,0.759963397,47.65191593,-122.7836076,684,,,,,684
1989,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,17595,0,-1,,,,,0.785481439,47.65191593,-122.7836076,858,,,,,858
1990,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,19739,0,-1,,,,,0.910913108,47.65191593,-122.7836076,408,,,,,408
1991,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,23646,0,-1,,,,,0.683111902,47.65191593,-122.7836076,483,153,,,,636
1992,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,18677,0,-1,,,,,0.940218705,47.65191593,-122.7836076,886,229,,,,1115
1993,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,13072,0,-1,,,,,0.698013799,47.65191593,-122.7836076,1029,383,,,,1412
1994,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,18431,0,-1,,,,,0.563123548,47.65191593,-122.7836076,1980,631,,,,2611
1995,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,16573,0,-1,,,,,0.41190728,47.65191593,-122.7836076,1196,740,,,,1936
1996,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,25809,0,-1,,,,,0.329063273,47.65191593,-122.7836076,1355,248,,,,1603
1997,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,40828,0,-1,,,,,0.173065575,47.65191593,-122.7836076,3125,88,,,,3213
1998,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,22222,0,-1,,,,,0.222976095,47.65191593,-122.7836076,3602,177,,,,3779
1999,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,20967,0,-1,,,,,0.174819143,47.65191593,-122.7836076,606,171,,,,777
2000,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,47088,0,-1,,,,,0.213570097,47.65191593,-122.7836076,879,71,,,,950
2001,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,21803,0,-1,,,,,0.250388172,47.65191593,-122.7836076,3321,679,,,,4000
2002,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,24352,0,-1,,,,,0.144771401,47.65191593,-122.7836076,1755,338,,,,2093
2003,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,36060,0,-1,,,,,0.143083118,47.65191593,-122.7836076,4748,357,,,,5105
2004,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,25060,0,-1,,,,,0.198947043,47.65191593,-122.7836076,4019,96,,,,4115
2005,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,32949,0,-1,,,,,0.285136902,47.65191593,-122.7836076,1134,171,,,,1305
2006,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,38579,0,-1,,,,,0.335110991,47.65191593,-122.7836076,380,32,,,,412
2007,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,29911,0,-1,,,,,0.317409098,47.65191593,-122.7836076,1273,20,,,,1293
2008,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,27416,0,-1,,,,,0.161873769,47.65191593,-122.7836076,441,10,,,,451
2009,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,45399,0,-1,,,,,0.384986248,47.65191593,-122.7836076,934,36,,,,970
2010,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,24396,0,-1,,,,,0.34971283,47.65191593,-122.7836076,220,11,,,,231
2011,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,57271,0,-1,,,,,0.357151677,47.65191593,-122.7836076,611,101,,,,712
2012,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,21243,0,-1,,,,,0.43402719,47.65191593,-122.7836076,1866,94,,,,1960
2013,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,27246,0,-1,,,,,0.449080548,47.65191593,-122.7836076,517,26,,,,543
2014,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,58136,0,-1,,,,,0.525018533,47.65191593,-122.7836076,823,9,,,,832
2015,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,8115,0,-1,,,,,0.565899947,47.65191593,-122.7836076,1508,2,,,,1510
2016,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,23912,0,-1,,,,,0.232345657,47.65191593,-122.7836076,,,,,,0
2017,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,23912,0,-1,,,,,0.257913728,47.65191593,-122.7836076,506,34,,,,540
2018,Area 12-12B Wild,Northeast Hood Canal-Big Beef Creek,Northeast Hood Canal,Big Beef Creek,21916,0,-1,,,,,,,,,,,,,0
1986,Area 12-12B Wild,,,,,0,0,17865.70125,94026,76350.79172,58485.09046,0.76600503,47.65191593,-122.7836076,,,,,,
1987,Area 12-12B Wild,,,,,0,0,7286.94439,62456,50715.38774,43428.44335,0.856316895,47.65191593,-122.7836076,,,,,,
1988,Area 12-12B Wild,,,,,0,0,4523.954166,23210,18846.93463,14322.98047,0.759963397,47.65191593,-122.7836076,,,,,,
1989,Area 12-12B Wild,,,,,0,0,6489.03405,37252,30249.28948,23760.25543,0.785481439,47.65191593,-122.7836076,,,,,,
1990,Area 12-12B Wild,,,,,0,0,2518.01586,34808,28264.71782,25746.70196,0.910913108,47.65191593,-122.7836076,,,,,,
1991,Area 12-12B Wild,,,,,0,0,5118.070862,19890,16151.03532,11032.96446,0.683111902,47.65191593,-122.7836076,,,,,,
1992,Area 12-12B Wild,,,,,0,0,8026.955658,165356,134272.026,126245.0703,0.940218705,47.65191593,-122.7836076,,,,,,
1993,Area 12-12B Wild,,,,,0,0,9799.899734,39964,32451.48193,22651.5822,0.698013799,47.65191593,-122.7836076,,,,,,
1994,Area 12-12B Wild,,,,,0,0,20848.03519,58768,47720.66585,26872.63066,0.563123548,47.65191593,-122.7836076,,,,,,
1995,Area 12-12B Wild,,,,,0,0,16340.52513,34218,27785.62728,11445.10216,0.41190728,47.65191593,-122.7836076,,,,,,
1996,Area 12-12B Wild,,,,,0,0,18428.83129,33826,27467.31628,9038.484989,0.329063273,47.65191593,-122.7836076,,,,,,
1997,Area 12-12B Wild,,,,,0,0,37018.99704,55130,44766.54486,7747.547826,0.173065575,47.65191593,-122.7836076,,,,,,
1998,Area 12-12B Wild,,,,,0,0,40324.90014,63910.665,51896.60171,11571.70157,0.222976095,47.65191593,-122.7836076,,,,,,
1999,Area 12-12B Wild,,,,,0,0,6854.045453,10228.97817,8306.113011,1452.067558,0.174819143,47.65191593,-122.7836076,,,,,,
2000,Area 12-12B Wild,,,,,0,0,8724.0676,13661.34376,11093.25518,2369.187585,0.213570097,47.65191593,-122.7836076,,,,,,
2001,Area 12-12B Wild,,,,,0,0,35136.99986,57724.83002,46873.5932,11736.59333,0.250388172,47.65191593,-122.7836076,,,,,,
2002,Area 12-12B Wild,,,,,0,0,26171.99994,37686.78687,30602.34419,4430.34425,0.144771401,47.65191593,-122.7836076,,,,,,
2003,Area 12-12B Wild,,,,,0,0,60549.99914,87018.15254,70660.29439,10110.29525,0.143083118,47.65191593,-122.7836076,,,,,,
2004,Area 12-12B Wild,,,,,0,0,5555.105747,8540.1504,6934.754689,1379.648942,0.198947043,47.65191593,-122.7836076,,,,,,
2005,Area 12-12B Wild,,,,,0,0,13826.72555,23819.4034,19341.78108,5515.055534,0.285136902,47.65191593,-122.7836076,,,,,,
2006,Area 12-12B Wild,,,,,0,0,5554.581798,10288.1344,8354.148924,2799.567126,0.335110991,47.65191593,-122.7836076,,,,,,
2007,Area 12-12B Wild,,,,,0,0,19019.17756,34313.5502,27863.21575,8844.038192,0.317409098,47.65191593,-122.7836076,,,,,,
2008,Area 12-12B Wild,,,,,0,0,19021.35859,27949.0156,22695.09996,3673.741367,0.161873769,47.65191593,-122.7836076,,,,,,
2009,Area 12-12B Wild,,,,,0,0,12330.37601,24690.274,20048.94356,7718.567554,0.384986248,47.65191593,-122.7836076,,,,,,
2010,Area 12-12B Wild,,,,,0,0,1900.419608,3598.9742,2922.431344,1022.011736,0.34971283,47.65191593,-122.7836076,,,,,,
2011,Area 12-12B Wild,,,,,0,0,9098.48189,17429.8976,14153.38823,5054.906336,0.357151677,47.65191593,-122.7836076,,,,,,
2012,Area 12-12B Wild,,,,,0,0,22393.0619,48725.054,39565.61429,17172.5524,0.43402719,47.65191593,-122.7836076,,,,,,
2013,Area 12-12B Wild,,,,,0,0,6776.624291,15148.1542,12300.57182,5523.947532,0.449080548,47.65191593,-122.7836076,,,,,,
2014,Area 12-12B Wild,,,,,0,0,8305.730192,21534.5386,17486.43004,9180.699853,0.525018533,47.65191593,-122.7836076,,,,,,
2015,Area 12-12B Wild,,,,,0,0,12236.2598,34713.0894,28187.64872,15951.38892,0.565899947,47.65191593,-122.7836076,,,,,,
2016,Area 12-12B Wild,,,,,0,0,6587.000012,10567.11343,8580.684878,1993.684866,0.232345657,47.65191593,-122.7836076,,,,,,
2017,Area 12-12B Wild,,,,,0,0,10346.91908,17170.8214,13943.01372,3596.094643,0.257913728,47.65191593,-122.7836076,,,,,,
1986,Area 12A Wild,,,,,0,0,499.854554,4680,3800.243605,3300.389051,0.86846776,47.825445,-122.859826,,,,,,
1987,Area 12A Wild,,,,,0,0,423.99011,19960,16207.87657,15783.88646,0.97384049,47.825445,-122.859826,,,,,,
1988,Area 12A Wild,,,,,0,0,271.056316,1890,1534.713764,1263.657448,0.823383146,47.825445,-122.859826,,,,,,
1989,Area 12A Wild,,,,,0,0,451.973906,5040,4092.570037,3640.596131,0.889562328,47.825445,-122.859826,,,,,,
1990,Area 12A Wild,,,,,0,0,225.995638,36686,29789.68737,29563.69174,0.992413628,47.825445,-122.859826,,,,,,
1991,Area 12A Wild,,,,,0,0,554.990432,35840,29102.72026,28547.72983,0.980929947,47.825445,-122.859826,,,,,,
1992,Area 12A Wild,,,,,0,0,254.965966,9188,7460.820138,7205.854172,0.965826014,47.825445,-122.859826,,,,,,
1993,Area 12A Wild,,,,,0,0,371.749262,1262,1024.766545,653.0172829,0.637235169,47.825445,-122.859826,,,,,,
1994,Area 12A Wild,,,,,0,0,543.016914,7734,6280.146163,5737.129249,0.913534351,47.825445,-122.859826,,,,,,
1995,Area 12A Wild,,,,,0,0,1175.460318,2168,1760.45473,584.994412,0.332297333,47.825445,-122.859826,,,,,,
1996,Area 12A Wild,,,,,0,0,870.840404,6624,5378.806334,4507.96593,0.838097832,47.825445,-122.859826,,,,,,
1997,Area 12A Wild,,,,,0,0,399.92439,2694,2187.576127,1787.651737,0.817183784,47.825445,-122.859826,,,,,,
