Calendar Year,Managment Unit (FRAM),SubPopulation,SaSI Population,Smolt Abundance Population,Smolt Abundance,Smolt_Abundance_Matches_FRAM,Smolt_Abunce_Matches_SASI_but_not_FRAM,Age 3 Escapement (FRAM),January Age 3 Abundance pre-natural mortality and pre-harvest,Age 3 Abundance post-natural mortality-pre harvest,Harvest # FRAM,Harvest (% FRAM),Latitude,Longitude,SASI Natural Origin Abundance,SASI Hatchery Origin Abundance,SASI CompositeOrigin Abundance,SASI unknown Origin Abundance,Sub Pop Natural Orign Abundance (Age 3 Escapment),SupPopulation Escapement
2010,Humptulips River Wild,,,,,0,0,4882.296741,9886.5924,8028.089647,3145.792906,0.391848253,47.040881,-124.054237,,,,,,
2011,Humptulips River Wild,,,,,0,0,4640.142326,12745.5306,10349.59854,5709.456212,0.551659679,47.040881,-124.054237,,,,,,
2012,Humptulips River Wild,,,,,0,0,1252.931902,4214.226,3422.026797,2169.094895,0.633862627,47.040881,-124.054237,,,,,,
2013,Humptulips River Wild,,,,,0,0,3179.293579,8481.2436,6886.921315,3707.627736,0.53835779,47.040881,-124.054237,,,,,,
2014,Humptulips River Wild,,,,,0,0,10845.96408,25340.8782,20577.2458,9731.281714,0.472914685,47.040881,-124.054237,,,,,,
2015,Humptulips River Wild,,,,,0,0,627.800231,2028.8358,1647.450914,1019.650683,0.61892629,47.040881,-124.054237,,,,,,
2016,Humptulips River Wild,,,,,0,0,2362.000002,4529.958636,3678.407337,1316.407335,0.357874269,47.040881,-124.054237,,,,,,
2017,Humptulips River Wild,,,,,0,0,2222.638646,6503.379,5280.859927,3058.221281,0.579114259,47.040881,-124.054237,,,,,,
1986,Lake Washington Wild,,,,,0,0,5999.913072,72810,59123.02071,53123.10763,0.898518158,47.64499279,-122.2604294,,,,,,
1987,Lake Washington Wild,,,,,0,0,9999.86715,92776,75335.76939,65335.90224,0.867262693,47.64499279,-122.2604294,,,,,,
1988,Lake Washington Wild,,,,,0,0,4999.855422,49836,40467.72229,35467.86687,0.876448311,47.64499279,-122.2604294,,,,,,
1989,Lake Washington Wild,,,,,0,0,4999.974458,91408,74224.92895,69224.95449,0.932637531,47.64499279,-122.2604294,,,,,,
1990,Lake Washington Wild,,,,,0,0,3000.019286,31382,25482.74462,22482.72533,0.882272521,47.64499279,-122.2604294,,,,,,
1991,Lake Washington Wild,,,,,0,0,799.944672,7244,5882.25741,5082.312738,0.864007197,47.64499279,-122.2604294,,,,,,
1992,Lake Washington Wild,,,,,0,0,1299.826548,5536,4495.330897,3195.504349,0.71084964,47.64499279,-122.2604294,,,,,,
1993,Lake Washington Wild,,,,,0,0,1599.665672,4702,3818.107998,2218.442326,0.581031843,47.64499279,-122.2604294,,,,,,
1994,Lake Washington Wild,,,,,0,0,199.751804,484,393.0166464,193.2648424,0.491747218,47.64499279,-122.2604294,,,,,,
1995,Lake Washington Wild,,,,,0,0,4099.866062,8054,6539.99188,2440.125818,0.373108386,47.64499279,-122.2604294,,,,,,
1996,Lake Washington Wild,,,,,0,0,3468.369558,7982,6481.526594,3013.157036,0.46488385,47.64499279,-122.2604294,,,,,,
1997,Lake Washington Wild,,,,,0,0,2299.39679,4310,3499.796996,1200.400206,0.342991381,47.64499279,-122.2604294,,,,,,
1998,Lake Washington Wild,,,,,0,0,315.963349,456.2922,370.5174178,54.55406878,0.147237528,47.64499279,-122.2604294,,,,,,
1999,Lake Washington Wild,,,,,0,0,733.008176,978.372089,794.4556143,61.44743829,7.73E-02,47.64499279,-122.2604294,,,,,,
2000,Lake Washington Wild,,,,,0,0,1952.017126,3787.358509,3075.402768,1123.385642,0.365280819,47.64499279,-122.2604294,,,,,,
2001,Lake Washington Wild,,,,,0,0,1224.999995,2480.595692,2014.288016,789.2880212,0.391844669,47.64499279,-122.2604294,,,,,,
2002,Lake Washington Wild,,,,,0,0,803.999998,1124.35481,912.9961916,108.9961936,0.119382966,47.64499279,-122.2604294,,,,,,
2003,Lake Washington Wild,,,,,0,0,1315.999984,3939.904578,3199.272901,1883.272917,0.58865654,47.64499279,-122.2604294,,,,,,
2004,Lake Washington Wild,,,,,0,0,559.434624,1105.6311,897.7922046,338.3575806,0.376877388,47.64499279,-122.2604294,,,,,,
2005,Lake Washington Wild,,,,,0,0,648.442837,2747.7816,2231.247747,1582.80491,0.709381068,47.64499279,-122.2604294,,,,,,
2006,Lake Washington Wild,,,,,0,0,500.185948,1459.1322,1184.841413,684.6554649,0.577845657,47.64499279,-122.2604294,,,,,,
2007,Lake Washington Wild,,,,,0,0,499.661618,920.1057,747.1422655,247.4806475,0.331236311,47.64499279,-122.2604294,,,,,,
2008,Lake Washington Wild,,,,,0,0,426.701662,1376.3979,1117.659683,690.9580213,0.618218615,47.64499279,-122.2604294,,,,,,
2009,Lake Washington Wild,,,,,0,0,782.898831,1865.2824,1514.642631,731.7437999,0.483113168,47.64499279,-122.2604294,,,,,,
2010,Lake Washington Wild,,,,,0,0,369.866218,513.9555,417.3410475,47.4748295,0.113755476,47.64499279,-122.2604294,,,,,,
2011,Lake Washington Wild,,,,,0,0,476.469344,727.059,590.3848965,113.9155525,0.192951333,47.64499279,-122.2604294,,,,,,
2012,Lake Washington Wild,,,,,0,0,2152.830658,4043.9523,3283.76151,1130.930852,0.344401032,47.64499279,-122.2604294,,,,,,
2013,Lake Washington Wild,,,,,0,0,2779.461528,5229.8106,4246.699635,1467.238107,0.345500797,47.64499279,-122.2604294,,,,,,
2014,Lake Washington Wild,,,,,0,0,581.626193,1175.8299,954.7948843,373.1686913,0.390836501,47.64499279,-122.2604294,,,,,,
2015,Lake Washington Wild,,,,,0,0,1396.823054,2928.2928,2377.826066,981.0030118,0.412562982,47.64499279,-122.2604294,,,,,,
2016,Lake Washington Wild,,,,,0,0,178,565.718257,459.3733309,281.3733309,0.612515599,47.64499279,-122.2604294,,,,,,
2017,Lake Washington Wild,,,,,0,0,56.039173,170.4828,138.4350792,82.39590617,0.595195283,47.64499279,-122.2604294,,,,,,
1978,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1979,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1980,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1981,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1982,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1983,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1984,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1985,Nisqually River Wild,,,Nisqually River,,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1986,Nisqually River Wild,,,Nisqually River,,-1,0,1699.938494,47042,38198.94438,36499.00588,0.955497763,47.08810867,-122.7012116,,,,,,
1987,Nisqually River Wild,,,Nisqually River,,-1,0,6200.020874,76416,62051.15713,55851.13625,0.900082107,47.08810867,-122.7012116,,,,,,
1988,Nisqually River Wild,,,Nisqually River,,-1,0,4199.906372,55336,44933.82054,40733.91417,0.906531287,47.08810867,-122.7012116,,,,,,
1989,Nisqually River Wild,,,Nisqually River,,-1,0,1299.936706,23370,18976.85749,17676.92078,0.931498842,47.08810867,-122.7012116,,,,,,
1990,Nisqually River Wild,,,Nisqually River,,-1,0,6599.966692,58912,47837.59643,41237.62974,0.862033898,47.08810867,-122.7012116,,,,,,
1991,Nisqually River Wild,,,Nisqually River,,-1,0,5499.87198,36512,29648.39626,24148.52428,0.814496814,47.08810867,-122.7012116,,,,,,
1992,Nisqually River Wild,,,Nisqually River,,-1,0,1899.899034,13864,11257.81567,9357.916638,0.83123733,47.08810867,-122.7012116,,,,,,
1993,Nisqually River Wild,,,Nisqually River,,-1,0,2599.738124,9976,8100.690215,5500.952091,0.679072023,47.08810867,-122.7012116,,,,,,
1994,Nisqually River Wild,,,Nisqually River,,-1,0,9399.833376,30158,24488.83475,15089.00138,0.616158406,47.08810867,-122.7012116,,,,,,
1995,Nisqually River Wild,,,Nisqually River,,-1,0,4699.84544,13974,11347.13764,6647.292197,0.585812247,47.08810867,-122.7012116,,,,,,
1996,Nisqually River Wild,,,Nisqually River,,-1,0,6600.02424,13386,10869.67113,4269.646893,0.392803687,47.08810867,-122.7012116,,,,,,
1997,Nisqually River Wild,,,Nisqually River,,-1,0,1999.891306,3720,3020.706456,1020.81515,0.337939209,47.08810867,-122.7012116,,,,,,
1998,Nisqually River Wild,,,Nisqually River,,-1,0,1200.602898,2467.1923,2003.404222,802.8013245,0.400718595,47.08810867,-122.7012116,,,,,,
1999,Nisqually River Wild,,,Nisqually River,,-1,0,500.001803,893.087278,725.2028242,225.2010212,0.310535224,47.08810867,-122.7012116,,,,,,
2000,Nisqually River Wild,,,Nisqually River,,-1,0,2174.015458,5148.538972,4180.705621,2006.690163,0.479988391,47.08810867,-122.7012116,,,,,,
2001,Nisqually River Wild,,,Nisqually River,,-1,0,3290.999987,7579.600845,6154.771291,2863.771304,0.465292887,47.08810867,-122.7012116,,,,,,
2002,Nisqually River Wild,,,Nisqually River,,-1,0,2113.999999,3825.979807,3106.763952,992.7639531,0.319549206,47.08810867,-122.7012116,,,,,,
2003,Nisqually River Wild,,,Nisqually River,,-1,0,4923.999967,8965.059661,7279.7886,2355.788633,0.323606737,47.08810867,-122.7012116,,,,,,
2004,Nisqually River Wild,,,Nisqually River,,-1,0,6239.386483,13005.5962,10560.77645,4321.389968,0.409192448,47.08810867,-122.7012116,,,,,,
2005,Nisqually River Wild,,,Nisqually River,,-1,0,852.990528,2569.5285,2086.503045,1233.512517,0.591186541,47.08810867,-122.7012116,,,,,,
2006,Nisqually River Wild,,,Nisqually River,,-1,0,1974.797052,10792.0197,8763.312789,6788.515737,0.774651767,47.08810867,-122.7012116,,,,,,
2007,Nisqually River Wild,,,Nisqually River,,-1,0,3931.434623,11619.6081,9435.329354,5503.894731,0.583328311,47.08810867,-122.7012116,,,,,,
2008,Nisqually River Wild,,,Nisqually River,,-1,0,808.593977,4634.0501,3762.931466,2954.337489,0.785115944,47.08810867,-122.7012116,,,,,,
2009,Nisqually River Wild,,,Nisqually River,128497,-1,0,528.700729,2896.5594,2352.057978,1823.357249,0.775217816,47.08810867,-122.7012116,,,,,,
2010,Nisqually River Wild,,,Nisqually River,179220,-1,0,1418.1142,6662.9765,5410.455948,3992.341748,0.737893772,47.08810867,-122.7012116,,,,,,
2011,Nisqually River Wild,,,Nisqually River,254456,-1,0,1146.662795,5010.0244,4068.229314,2921.566519,0.718142045,47.08810867,-122.7012116,,,,,,
2012,Nisqually River Wild,,,Nisqually River,80048,-1,0,11533.66703,32720.8876,26569.94527,15036.27824,0.56591303,47.08810867,-122.7012116,,,,,,
2013,Nisqually River Wild,,,Nisqually River,164400,-1,0,6369.162581,15252.5432,12385.33756,6016.174975,0.485749779,47.08810867,-122.7012116,,,,,,
2014,Nisqually River Wild,,,Nisqually River,203827,-1,0,3556.079754,8952.1928,7269.340479,3713.260725,0.510811226,47.08810867,-122.7012116,,,,,,
2015,Nisqually River Wild,,,Nisqually River,118580,-1,0,2148.803375,6162.419,5003.994316,2855.190941,0.570582371,47.08810867,-122.7012116,,,,,,
2016,Nisqually River Wild,,,Nisqually River,84524,-1,0,9858.000013,13385.21835,10869.03641,1011.036402,9.30E-02,47.08810867,-122.7012116,,,,,,
2017,Nisqually River Wild,,,Nisqually River,58930,-1,0,6986.705718,15223.6221,12361.85311,5375.147388,0.434817284,47.08810867,-122.7012116,,,,,,
2018,Nisqually River Wild,,,Nisqually River,156355,-1,0,,,,,,47.08810867,-122.7012116,,,,,,0
1978,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1979,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1980,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1981,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1982,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1983,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1984,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1985,Nooksack River Wild,,,Nooksack River,,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1986,Nooksack River Wild,,,Nooksack River,,-1,0,499.99192,15598,12665.85465,12165.86273,0.960524423,48.77648912,-122.597909,,,,,,
1987,Nooksack River Wild,,,Nooksack River,,-1,0,5499.93808,99306,80638.24604,75138.30796,0.931794919,48.77648912,-122.597909,,,,,,
1988,Nooksack River Wild,,,Nooksack River,,-1,0,499.976904,12248,9945.594803,9445.617899,0.949728808,48.77648912,-122.597909,,,,,,
1989,Nooksack River Wild,,,Nooksack River,,-1,0,600.016166,15620,12683.71904,12083.70288,0.952693988,48.77648912,-122.597909,,,,,,
1990,Nooksack River Wild,,,Nooksack River,,-1,0,499.9719,20728,16831.50629,16331.53439,0.970295475,48.77648912,-122.597909,,,,,,
1991,Nooksack River Wild,,,Nooksack River,,-1,0,500.002132,11940,9695.493301,9195.491169,0.948429428,48.77648912,-122.597909,,,,,,
1992,Nooksack River Wild,,,Nooksack River,,-1,0,500.030738,7224,5866.017052,5365.986314,0.914758049,48.77648912,-122.597909,,,,,,
1993,Nooksack River Wild,,,Nooksack River,,-1,0,799.920472,5356,4349.167682,3549.24721,0.816075045,48.77648912,-122.597909,,,,,,
1994,Nooksack River Wild,,,Nooksack River,,-1,0,999.964936,14746,11974.01543,10974.05049,0.916488755,48.77648912,-122.597909,,,,,,
1995,Nooksack River Wild,,,Nooksack River,,-1,0,499.932614,3592,2916.768169,2416.835555,0.828600497,48.77648912,-122.597909,,,,,,
1996,Nooksack River Wild,,,Nooksack River,,-1,0,499.916354,3232,2624.441738,2124.525384,0.809515164,48.77648912,-122.597909,,,,,,
1997,Nooksack River Wild,,,Nooksack River,,-1,0,700.241144,1308,1062.119367,361.8782226,0.340713327,48.77648912,-122.597909,,,,,,
1998,Nooksack River Wild,,,Nooksack River,,-1,0,499.84374,1265.559,1027.656516,527.8127764,0.513608164,48.77648912,-122.597909,,,,,,
1999,Nooksack River Wild,,,Nooksack River,,-1,0,953.002698,2366.860879,1921.933316,968.9306183,0.504143723,48.77648912,-122.597909,,,,,,
2000,Nooksack River Wild,,,Nooksack River,,-1,0,3530.025552,9827.246718,7979.899893,4449.874341,0.557635359,48.77648912,-122.597909,,,,,,
2001,Nooksack River Wild,,,Nooksack River,,-1,0,3813.999983,10212.17335,8292.467194,4478.467211,0.540064507,48.77648912,-122.597909,,,,,,
2002,Nooksack River Wild,,,Nooksack River,,-1,0,9522.999986,20809.57945,16897.75026,7374.750275,0.436433854,48.77648912,-122.597909,,,,,,
2003,Nooksack River Wild,,,Nooksack River,,-1,0,5411.999978,12166.12557,9879.111299,4467.111321,0.452177447,48.77648912,-122.597909,,,,,,
2004,Nooksack River Wild,,,Nooksack River,,-1,0,1031.033589,3766.6689,3058.602436,2027.568847,0.662906961,48.77648912,-122.597909,,,,,,
2005,Nooksack River Wild,,,Nooksack River,476265,-1,0,689.683518,1501.7097,1219.415104,529.7315855,0.434414486,48.77648912,-122.597909,,,,,,
2006,Nooksack River Wild,,,Nooksack River,343921,-1,0,500.204741,1405.1619,1141.016565,640.8118242,0.56161483,48.77648912,-122.597909,,,,,,
2007,Nooksack River Wild,,,Nooksack River,242462,-1,0,1107.858073,3837.1227,3115.81218,2007.954107,0.644440034,48.77648912,-122.597909,,,,,,
2008,Nooksack River Wild,,,Nooksack River,213405,-1,0,499.955797,3099.9672,2517.228745,2017.272948,0.801386426,48.77648912,-122.597909,,,,,,
2009,Nooksack River Wild,,,Nooksack River,445028,-1,0,447.081481,2371.9446,1926.061389,1478.979908,0.767877865,48.77648912,-122.597909,,,,,,
2010,Nooksack River Wild,,,Nooksack River,356281,-1,0,2229.08677,13035.2577,10584.86212,8355.775349,0.789408049,48.77648912,-122.597909,,,,,,
2011,Nooksack River Wild,,,Nooksack River,928633,-1,0,786.029608,5539.7562,4498.380999,3712.351391,0.825263888,48.77648912,-122.597909,,,,,,
2012,Nooksack River Wild,,,Nooksack River,556870,-1,0,1326.765165,7243.6944,5882.009257,4555.244092,0.774436743,48.77648912,-122.597909,,,,,,
2013,Nooksack River Wild,,,Nooksack River,97615,-1,0,2216.139149,17878.3041,14517.50231,12301.36317,0.847347078,48.77648912,-122.597909,,,,,,
2014,Nooksack River Wild,,,Nooksack River,340663,-1,0,527.849332,2764.6593,2244.952741,1717.103409,0.764872853,48.77648912,-122.597909,,,,,,
2015,Nooksack River Wild,,,Nooksack River,102876,-1,0,696.308574,2024.8944,1644.250426,947.9418523,0.576519146,48.77648912,-122.597909,,,,,,
2016,Nooksack River Wild,,,Nooksack River,148785,-1,0,1649.000003,9053.469054,7351.578607,5702.578604,0.775694434,48.77648912,-122.597909,,,,,,
2017,Nooksack River Wild,,,Nooksack River,465727,-1,0,746.757252,2926.4421,2376.323264,1629.566012,0.685750982,48.77648912,-122.597909,,,,,,
2018,Nooksack River Wild,,,Nooksack River,472000,-1,0,,,,,,48.77648912,-122.597909,,,,,,0
1986,Port Gamble Bay Wild,,,,,0,0,9.982044,766,622.0056841,612.0236401,0.983951844,47.833956,-122.575607,,,,,,
1987,Port Gamble Bay Wild,,,,,0,0,9.987446,588,477.4665043,467.4790583,0.979082415,47.833956,-122.575607,,,,,,
1988,Port Gamble Bay Wild,,,,,0,0,9.735552,52,42.22492895,32.48937695,0.769435918,47.833956,-122.575607,,,,,,
1989,Port Gamble Bay Wild,,,,,0,0,9.9602,246,199.7563946,189.7961946,0.950138267,47.833956,-122.575607,,,,,,
1996,Port Gamble Bay Wild,,,,,0,0,100.256764,184,149.411287,49.15452305,0.328988017,47.833956,-122.575607,,,,,,
1997,Port Gamble Bay Wild,,,,,0,0,99.379858,148,120.1786439,20.79878593,0.173065573,47.833956,-122.575607,,,,,,
1998,Port Gamble Bay Wild,,,,,0,0,156.06516,225.4744,183.0892408,27.02408076,0.147600594,47.833956,-122.575607,,,,,,
1999,Port Gamble Bay Wild,,,,,0,0,134.123723,225.4744,183.0892408,48.96551776,0.267440717,47.833956,-122.575607,,,,,,
2000,Port Gamble Bay Wild,,,,,0,0,141.128074,225.4744,183.0892408,41.96116676,0.229184231,47.833956,-122.575607,,,,,,
2001,Port Gamble Bay Wild,,,,,0,0,156.038505,225.4744,183.0892408,27.05073576,0.147746179,47.833956,-122.575607,,,,,,
2002,Port Gamble Bay Wild,,,,,0,0,166.733251,225.4744,183.0892408,16.35598976,8.93E-02,47.833956,-122.575607,,,,,,
2003,Port Gamble Bay Wild,,,,,0,0,160.655479,214.9724,174.5614292,13.90595015,0.079662215,47.833956,-122.575607,,,,,,
2005,Port Gamble Bay Wild,,,,,0,0,175.328508,278.9874,226.5427527,51.21424474,0.226068784,47.833956,-122.575607,,,,,,
2006,Port Gamble Bay Wild,,,,,0,0,64.556634,112.7608,91.563784,27.00715,0.294954499,47.833956,-122.575607,,,,,,
2007,Port Gamble Bay Wild,,,,,0,0,78.338834,118,95.818108,17.479274,0.182421406,47.833956,-122.575607,,,,,,
2008,Port Gamble Bay Wild,,,,,0,0,148.711439,205.9808,167.2600893,18.54865032,0.110897049,47.833956,-122.575607,,,,,,
2009,Port Gamble Bay Wild,,,,,0,0,744.92808,1154.9958,937.8772229,192.9491429,0.205729639,47.833956,-122.575607,,,,,,
2010,Port Gamble Bay Wild,,,,,0,0,24.899326,333.9872,271.2035729,246.3042469,0.908189536,47.833956,-122.575607,,,,,,
2011,Port Gamble Bay Wild,,,,,0,0,24.924084,482.5728,391.8577345,366.9336505,0.936395069,47.833956,-122.575607,,,,,,
2012,Port Gamble Bay Wild,,,,,0,0,24.971265,362.1302,294.0561916,269.0849266,0.915079955,47.833956,-122.575607,,,,,,
2013,Port Gamble Bay Wild,,,,,0,0,24.974915,279.7072,227.1272432,202.1523282,0.890039985,47.833956,-122.575607,,,,,,
2014,Port Gamble Bay Wild,,,,,0,0,24.969656,141.4112,114.8284206,89.85876463,0.782548119,47.833956,-122.575607,,,,,,
2015,Port Gamble Bay Wild,,,,,0,0,24.98736,54.0558,43.89427527,18.90691527,0.430737611,47.833956,-122.575607,,,,,,
2016,Port Gamble Bay Wild,,,,,0,0,24.999656,1027.173617,834.0833268,809.0836708,0.970027388,47.833956,-122.575607,,,,,,
2017,Port Gamble Bay Wild,,,,,0,0,24.967613,260.8862,211.844255,186.876642,0.882141656,47.833956,-122.575607,,,,,,
1978,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1979,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1980,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1981,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1982,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1983,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1984,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1985,Puyallup River Wild,,,Puyallup River,,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1986,Puyallup River Wild,,,Puyallup River,,-1,0,1699.983842,70780,57474.62444,55774.6406,0.97042201,47.26849792,-122.4268386,,,,,,
1987,Puyallup River Wild,,,Puyallup River,,-1,0,6199.957328,157066,127540.3979,121340.4406,0.951388286,47.26849792,-122.4268386,,,,,,
1988,Puyallup River Wild,,,Puyallup River,,-1,0,4199.995944,74708,60664.23061,56464.23467,0.930766518,47.26849792,-122.4268386,,,,,,
1989,Puyallup River Wild,,,Puyallup River,,-1,0,1300.009048,17800,14453.91799,13153.90894,0.910058363,47.26849792,-122.4268386,,,,,,
1990,Puyallup River Wild,,,Puyallup River,,-1,0,6599.90777,81408,66104.7503,59504.84253,0.900159856,47.26849792,-122.4268386,,,,,,
1991,Puyallup River Wild,,,Puyallup River,,-1,0,5499.973536,64368,52267.9659,46767.99236,0.89477353,47.26849792,-122.4268386,,,,,,
1992,Puyallup River Wild,,,Puyallup River,,-1,0,1900.026948,18544,15058.05928,13158.03233,0.873819932,47.26849792,-122.4268386,,,,,,
1993,Puyallup River Wild,,,Puyallup River,,-1,0,2599.930604,17462,14179.45595,11579.52534,0.816641018,47.26849792,-122.4268386,,,,,,
1994,Puyallup River Wild,,,Puyallup River,,-1,0,9399.81502,56926,46224.92895,36825.11393,0.796650525,47.26849792,-122.4268386,,,,,,
1995,Puyallup River Wild,,,Puyallup River,,-1,0,4699.700246,15514,12597.64515,7897.944902,0.626938194,47.26849792,-122.4268386,,,,,,
1996,Puyallup River Wild,,,Puyallup River,,-1,0,7526.611998,19066,15481.9326,7955.320605,0.513845449,47.26849792,-122.4268386,,,,,,
1997,Puyallup River Wild,,,Puyallup River,,-1,0,21987.47878,48488,39373.12221,17385.64343,0.441561209,47.26849792,-122.4268386,,,,,,
1998,Puyallup River Wild,,,Puyallup River,,-1,0,7182.448548,16267.4681,13209.47471,6027.026158,0.456265392,47.26849792,-122.4268386,,,,,,
1999,Puyallup River Wild,,,Puyallup River,,-1,0,4165.016459,7479.86458,6073.783662,1908.767203,0.314263285,47.26849792,-122.4268386,,,,,,
2000,Puyallup River Wild,,,Puyallup River,,-1,0,25671.21297,60341.57123,48998.43381,23327.22083,0.476080948,47.26849792,-122.4268386,,,,,,
2001,Puyallup River Wild,,,Puyallup River,,-1,0,13066.99995,22770.35771,18489.93724,5422.937282,0.293291276,47.26849792,-122.4268386,,,,,,
2002,Puyallup River Wild,,,Puyallup River,,-1,0,8581.999982,12497.08179,10147.85366,1565.85368,0.154303928,47.26849792,-122.4268386,,,,,,
2003,Puyallup River Wild,,,Puyallup River,,-1,0,20327.99972,28977.84712,23530.52954,3202.529817,0.136101052,47.26849792,-122.4268386,,,,,,
2004,Puyallup River Wild,,,Puyallup River,,-1,0,17089.64548,25538.4363,20737.6665,3648.021025,0.175912802,47.26849792,-122.4268386,,,,,,
2005,Puyallup River Wild,,,Puyallup River,55972,-1,0,15323.56637,29391.531,23866.44823,8542.881862,0.357945253,47.26849792,-122.4268386,,,,,,
2006,Puyallup River Wild,,,Puyallup River,31367,-1,0,14034.81207,21920.7508,17800.04125,3765.229186,0.211529239,47.26849792,-122.4268386,,,,,,
2007,Puyallup River Wild,,,Puyallup River,34906,-1,0,16673.25071,29633.864,24063.22696,7389.976253,0.307106618,47.26849792,-122.4268386,,,,,,
2008,Puyallup River Wild,,,Puyallup River,82000,-1,0,9837.641078,27532.4907,22356.8743,12519.23322,0.55997243,47.26849792,-122.4268386,,,,,,
2009,Puyallup River Wild,,,Puyallup River,54051,-1,0,14784.90344,59707.3893,48483.46675,33698.56331,0.695052676,47.26849792,-122.4268386,,,,,,
2010,Puyallup River Wild,,,Puyallup River,46525,-1,0,5313.519374,10828.8232,8793.197889,3479.678515,0.395723895,47.26849792,-122.4268386,,,,,,
2011,Puyallup River Wild,,,Puyallup River,91196,-1,0,25926.69489,56799.3933,46122.12205,20195.42715,0.43786856,47.26849792,-122.4268386,,,,,,
2012,Puyallup River Wild,,,Puyallup River,57704,-1,0,26738.05398,54445.3013,44210.55729,17472.5033,0.395211107,47.26849792,-122.4268386,,,,,,
2013,Puyallup River Wild,,,Puyallup River,151198,-1,0,8910.435076,38395.9329,31178.18343,22267.74836,0.714209293,47.26849792,-122.4268386,,,,,,
2014,Puyallup River Wild,,,Puyallup River,184997,-1,0,9997.22991,32060.6559,26033.82533,16036.59542,0.615990744,47.26849792,-122.4268386,,,,,,
2015,Puyallup River Wild,,,Puyallup River,32112,-1,0,9947.416507,25991.9452,21105.92383,11158.50733,0.52869078,47.26849792,-122.4268386,,,,,,
2016,Puyallup River Wild,,,Puyallup River,25201,-1,0,16673.00002,21277.0284,17277.32716,604.3271418,3.50E-02,47.26849792,-122.4268386,,,,,,
2017,Puyallup River Wild,,,Puyallup River,40729,-1,0,16762.76116,30907.8432,25097.72083,8334.959672,0.332100262,47.26849792,-122.4268386,,,,,,
2018,Puyallup River Wild,,,Puyallup River,41705,-1,0,,,,,,47.26849792,-122.4268386,,,,,,0
1978,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,,0,-1,,,,,,,,,,,,,0
1979,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,,0,-1,,,,,,,,,,,,,0
1980,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,,0,-1,,,,,,,,,,,,,0
1981,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,52000,0,-1,,,,,,,,,,,,,0
1982,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,43000,0,-1,,,,,,,,,,,,,0
1983,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,95000,0,-1,,,,,,,,,,,,,0
1984,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,61000,0,-1,,,,,,,,,,,,,0
1985,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,48000,0,-1,,,,,,,,,,,,,0
1986,Queets River Fall Natural,Clearwater-Clearwater River,Clearwater,Clearwater River,91000,0,-1,,,,,0.788506415,47.53794224,-124.3542841,,,,,,0
